id,title,company,experience,salary,location,description,url,role,skills,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
153,Data Scientist - Generative AI,IBM,5 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",read more,https://www.naukri.com/job-listings-data-scientist-generative-ai-ibm-india-pvt-limited-gurugram-5-to-8-years-280525928034,Data Scientist,,,,,6.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
154,Data Scientist,Faurecia,5 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune( Bhosari )",,https://www.naukri.com/job-listings-data-scientist-faurecia-pune-5-to-9-years-020625013336,Data Scientist,,,,,7.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
155,Data Scientist,WTW Global Delivery And Solutions,2 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-wtw-global-delivery-and-solutions-india-pvt-ltd-mumbai-2-to-3-years-050625503305,Data Scientist,"Computer science, Analytical skills, Data analysis, data science, Coding, Outsourcing, Management, Predictive analytics, SQL, Python",,,,2.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Analytical Skills, Data Analysis, Data Science, Coding, Outsourcing, Management, Predictive Analytics, Sql, Python"
156,Data Scientist,NEXWARE,4 - 6 years,4-8 Lacs P.A.,Bengaluru,,https://www.naukri.com/job-listings-data-scientist-nexware-bengaluru-4-to-6-years-060625016450,Data Scientist,,4.0,8.0,6.0,5.0,Bengaluru,
157,Mid Data Scientist,Reflections Global,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kochi, Bengaluru, Thiruvananthapuram",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-mid-data-scientist-reflections-global-kochi-bengaluru-thiruvananthapuram-5-to-10-years-310525500081,Data Scientist,"Computer science, Computer vision, Cloud computing, GCP, Analytical, Artificial Intelligence, Machine learning, Natural language processing, SQL, Python",,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Kochi, Mumbai, Pune, Thiruvananthapuram","Computer Science, Computer Vision, Cloud Computing, Gcp, Analytical, Artificial Intelligence, Machine Learning, Natural Language Processing, Sql, Python"
158,Data Scientist,Cars24,3 - 8 years,15-30 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Gurugram",,https://www.naukri.com/job-listings-data-scientist-cars24-gurugram-3-to-8-years-280525034070,Data Scientist,,15.0,30.0,22.0,5.5,"Chennai, Delhi, Gurugram, Hyderabad, Mumbai, Pune",
159,Data Scientist,Ventureit Global Solutions,3 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Jaipur",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-ventureit-global-solutions-jaipur-3-to-7-years-270525504087,Data Scientist,"algorithms, python, modeling, data analysis, data analytics, natural language processing, predictive, machine learning, data collection, sql, tableau, r, data science, predictive modeling, product development, statistical modeling, data visualization, statistics",,,,5.0,"Chennai, Delhi, Hyderabad, Jaipur, Mumbai, Pune","Algorithms, Python, Modeling, Data Analysis, Data Analytics, Natural Language Processing, Predictive, Machine Learning, Data Collection, Sql, Tableau, R, Data Science, Predictive Modeling, Product Development, Statistical Modeling, Data Visualization, Statistics"
160,Inviting applications For the role of Full Stack Data Scientist,Genpact,10 - 15 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Hyderabad, Bengaluru",,https://www.naukri.com/job-listings-inviting-applications-for-the-role-of-full-stack-data-scientist-genpact-kolkata-hyderabad-bengaluru-10-to-15-years-270525040955,Data Scientist,,,,,12.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
161,Data Scientist 1,Paypal,4 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",What do you need to bring,https://www.naukri.com/job-listings-data-scientist-1-paypal-holdings-inc-bengaluru-4-to-9-years-230525504231,Data Scientist,"Statistical programming, Automation, Front end, Analytical, Back office, Data mining, Continuous improvement, Forecasting, SQL",,,,6.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Statistical Programming, Automation, Front End, Analytical, Back Office, Data Mining, Continuous Improvement, Forecasting, Sql"
162,Data Scientist,Paypal,3 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-paypal-holdings-inc-bengaluru-3-to-6-years-260525501890,Data Scientist,"Data analysis, Risk analytics, Analytical, Diversity and Inclusion, ROC, Risk management, Forecasting, Monitoring, SQL",,,,4.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Data Analysis, Risk Analytics, Analytical, Diversity And Inclusion, Roc, Risk Management, Forecasting, Monitoring, Sql"
163,Hiring For Data Scientist,EY,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",,https://www.naukri.com/job-listings-hiring-for-data-scientist-ey-gds-hyderabad-5-to-10-years-230525033015,Data Scientist,,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
164,Data Scientist (Gen AI),Zensar,5 - 10 years,20-30 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",AI/ML & GenAI Development,https://www.naukri.com/job-listings-data-scientist-gen-ai-zensar-pune-5-to-10-years-040625028001,Data Scientist,,20.0,30.0,25.0,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
165,Data Scientist,fifthnote,2 - 5 years,10-18 Lacs P.A.,Remote,,https://www.naukri.com/job-listings-data-scientist-fifthnote-delhi-ncr-2-to-5-years-020625013299,Data Scientist,,10.0,18.0,14.0,3.5,Remote,
166,Director Data Scientist,Posted by Tech Tales Accelerantz,14 - 24 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",We are hiring for Director Data Scientist for one of our leading client - Sigmoid in Bengaluru.,https://www.naukri.com/job-listings-director-data-scientist-tech-tales-accelerantz-bengaluru-14-to-24-years-170125022344,Data Scientist,,,,,19.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
167,Data Scientist,Vervegen Tech,8 - 13 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Dehradun",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-vervegen-tech-pvt-ltd-dehradun-8-to-13-years-050625501111,Data Scientist,"algorithms, python, modeling, data analysis, data analytics, natural language processing, data mining, predictive, machine learning, data collection, sql, tableau, r, data science, predictive modeling, product development, data visualization, statistics",,,,10.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Algorithms, Python, Modeling, Data Analysis, Data Analytics, Natural Language Processing, Data Mining, Predictive, Machine Learning, Data Collection, Sql, Tableau, R, Data Science, Predictive Modeling, Product Development, Data Visualization, Statistics"
168,Data Scientist,Posted by Sira Placement Consultancy,3 - 4 years,12-15 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Roles and Responsibilities,https://www.naukri.com/job-listings-data-scientist-sira-placement-consultancy-pune-3-to-4-years-060625022012,Data Scientist,,12.0,15.0,13.0,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
169,Data Scientist,Accelon Inc,6 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Chennai, Bengaluru",Data Scientist,https://www.naukri.com/job-listings-data-scientist-accelon-inc-chennai-bengaluru-6-to-10-years-020625015186,Data Scientist,,,,,8.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
170,Data Scientist ( AIML ),Aspire Systems,4 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kochi, Chennai, Bengaluru",Job Description:,https://www.naukri.com/job-listings-data-scientist-aiml-aspire-systems-india-p-ltd-kochi-chennai-bengaluru-4-to-6-years-040625924662,Data Scientist,,,,,5.0,"Bengaluru, Chennai, Delhi, Hyderabad, Kochi, Mumbai, Pune",
171,Data Scientist,Dimiour,7 - 12 years,Not Disclosed,Remote,,https://www.naukri.com/job-listings-data-scientist-dimiour-bengaluru-7-to-12-years-020625008649,Data Scientist,,,,,9.5,Remote,
172,Data Scientist,Halo Media Works,1 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-halo-media-works-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-5-years-020625502429,Data Scientist,"Computer science, Data analysis, GIT, Analytical, Consulting, Machine learning, Agile, Monitoring, SQL, Python",,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Data Analysis, Git, Analytical, Consulting, Machine Learning, Agile, Monitoring, Sql, Python"
173,Data Scientist,Samsara Inc,6 - 11 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-samsara-bengaluru-6-to-11-years-310525500041,Data Scientist,"Computer science, Automation, Analytical, Strategic planning, Telematics, Forecasting, Analytics, Monitoring, SQL, Python",,,,8.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Automation, Analytical, Strategic Planning, Telematics, Forecasting, Analytics, Monitoring, Sql, Python"
174,Data Scientist,Stack Digital,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-data-scientist-stack-digital-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-8-years-020625500507,Data Scientist,"Computer science, Data analysis, Coding, Machine learning, ROC, Data collection, linear regression, Anova, Forecasting, Python",,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Data Analysis, Coding, Machine Learning, Roc, Data Collection, Linear Regression, Anova, Forecasting, Python"
175,Data Scientist,Aspire Systems,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kochi, Chennai, Bengaluru",Job Title: Data Scientist (AIML),https://www.naukri.com/job-listings-data-scientist-aspire-systems-kochi-chennai-bengaluru-5-to-10-years-030625022765,Data Scientist,,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Kochi, Mumbai, Pune",
176,Data Scientist,Posted by Mount Talent Consulting,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bhopal","Essential Requirement:• Minimum 5 Years HANDS-ON experience using statistical computer languages (R/Python) to manipulate data and draw insights from large data sets.Certification:• Certification in R/ PythonDesirable Requirement:• Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/ drawbacks.• Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.",https://www.naukri.com/job-listings-data-scientist-mount-talent-consulting-bhopal-5-to-10-years-050625012939,Data Scientist,,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
